,Fare,distance,passenger_count,year,Month,Date,Hour,Minute,Second
7554,7.0,1.806270287885788,1.0,2014,11,4,22,36,25
7555,10.1,3.822721149576412,1.0,2009,9,19,1,1,0
7556,8.5,2.3828170711248267,1.0,2010,3,8,10,14,21
7557,29.0,13.153799205979135,1.0,2012,12,25,3,49,0
7558,4.5,0.8876365683932932,4.0,2013,5,10,17,52,0
7559,4.0,0.6417723352426884,2.0,2013,11,16,7,25,20
7560,6.1,2.568769644116737,5.0,2011,4,17,10,36,0
7561,4.9,1.5698549589959665,2.0,2011,4,27,21,3,0
7562,18.1,6.906311890954047,1.0,2011,6,26,3,41,0
7563,5.7,1.1055793672718703,1.0,2009,1,17,23,33,0
7564,8.5,2.5551173592772463,1.0,2015,1,16,9,58,48
7565,29.3,0.5803196774563887,1.0,2010,3,1,6,13,15
7566,48.1,13.57464238841023,2.0,2010,5,2,3,37,9
7567,7.7,1.9529014054979243,1.0,2011,8,26,20,22,52
7568,8.5,2.5679002743275148,1.0,2011,12,12,13,26,27
7569,8.5,2.034221670675761,1.0,2012,10,25,19,48,10
7570,7.5,2.445939907108596,1.0,2013,10,11,5,31,0
7571,3.7,0.9732261108373224,1.0,2011,1,9,18,13,52
7572,8.9,2.3881779734617568,1.0,2012,5,7,18,49,0
7573,30.8,5.744091667238157,2.0,2012,1,15,11,10,0
7574,11.0,3.1765230353082563,1.0,2012,11,16,23,27,0
7575,19.3,2.7533654554635505,1.0,2010,11,10,21,51,17
7576,24.0,12.558049818686753,1.0,2013,8,8,22,13,0
7577,5.3,1.6263280659932269,1.0,2011,9,19,23,58,37
7578,17.5,2.5247727687153887,1.0,2012,11,15,14,39,12
7579,16.0,4.213403950566898,1.0,2015,5,24,19,59,24
7580,9.7,2.1611968651425757,1.0,2009,8,3,18,13,0
7581,7.3,1.6520653357005814,1.0,2009,12,3,15,39,0
7582,95.0,21.61639022153947,2.0,2011,10,3,8,50,35
7583,6.0,1.605831250540693,1.0,2013,10,25,14,18,29
7584,12.5,3.510972809640109,1.0,2010,5,27,20,36,29
7585,8.9,4.017642709674509,1.0,2012,6,23,23,15,56
7586,6.5,1.0337265326537732,1.0,2013,7,13,18,48,0
7587,10.1,3.059893091734355,1.0,2009,8,23,7,7,37
7588,3.7,0.5960776038875159,1.0,2010,3,28,4,38,3
7589,10.1,3.0568528095122494,1.0,2010,6,15,17,13,4
7590,8.0,1.5005724025161309,2.0,2012,12,11,13,50,48
7591,10.5,3.0613818916822417,2.0,2013,1,21,14,53,0
7592,6.0,1.3636045178387917,1.0,2013,9,29,4,35,46
7593,4.0,0.7024345861429552,1.0,2014,3,24,21,40,0
7594,7.0,1.2170081065595355,1.0,2014,11,11,21,21,11
7595,8.5,2.7688197424620467,1.0,2012,8,13,6,37,0
7596,18.5,8.226713741655985,1.0,2010,7,28,11,2,25
7597,17.7,7.573768640927645,1.0,2011,1,21,11,44,0
7598,6.5,1.4491869302247429,1.0,2012,8,27,18,54,0
7599,9.5,2.3808501166327942,1.0,2012,9,11,17,35,36
7600,6.5,1.7017501210782893,1.0,2011,6,24,21,34,50
7601,5.5,1.07590943183217,5.0,2015,3,17,19,56,36
7602,7.3,1.2665756936987405,1.0,2009,5,28,12,29,0
7603,5.3,1.654498361039214,2.0,2010,3,21,16,43,57
7604,4.9,1.2278567434672616,1.0,2011,12,31,0,22,0
7605,4.9,1.3517320149461578,1.0,2012,5,17,11,44,21
7606,14.0,4.379992199572733,1.0,2015,3,7,16,12,51
7607,6.9,2.116809702833721,1.0,2010,6,17,9,27,53
7608,7.3,2.092894258839458,1.0,2011,4,23,20,29,0
7609,7.5,2.4178137877315597,1.0,2014,11,2,9,2,0
7610,7.3,1.7650415298273563,1.0,2012,6,21,13,0,0
7611,10.5,3.1659699859057815,5.0,2014,1,9,13,26,0
7612,17.3,4.418358586372278,1.0,2010,4,16,21,31,11
7613,5.7,1.1008846253584257,1.0,2011,6,7,17,43,17
7614,8.9,2.8642415027139663,1.0,2011,7,17,20,11,0
7615,8.0,0.8145448226895445,1.0,2013,10,23,21,3,0
7616,16.5,5.579349792592219,1.0,2014,12,17,3,10,40
7617,6.9,1.2146452303930826,1.0,2009,3,20,11,47,48
7618,15.7,6.898539930148405,1.0,2011,2,12,11,34,0
7619,9.5,4.6770865995330455,3.0,2013,9,28,14,37,0
7620,15.5,3.3879007587424828,1.0,2014,9,26,23,6,0
7621,8.1,2.1179399700646697,5.0,2011,9,28,22,11,0
7622,5.3,1.8385501095181709,1.0,2012,7,10,9,5,19
7623,57.33,20.30117610939346,1.0,2013,3,28,11,28,0
7624,21.0,4.958636633016968,3.0,2015,5,19,9,48,37
7625,6.5,1.4249295479369408,5.0,2010,5,26,8,12,0
7626,8.1,1.666165313582902,1.0,2011,7,21,21,14,0
7627,6.5,2.289281787923448,1.0,2012,5,10,1,45,43
7628,13.0,3.4515816344392634,1.0,2013,4,24,0,40,0
7629,18.5,4.296402599759054,1.0,2015,2,6,23,26,42
7630,12.9,2.179278307126123,2.0,2012,6,1,18,16,46
7631,12.0,3.602452383559656,5.0,2012,12,1,3,50,0
7632,13.0,2.7080591786873667,1.0,2014,5,8,11,3,0
7633,4.5,0.8724479871720441,1.0,2014,6,5,17,17,0
7634,7.0,1.5259914497194915,1.0,2014,10,25,1,40,21
7635,5.5,1.1118575150922672,1.0,2015,2,13,22,39,19
7636,14.1,5.2066689659140515,1.0,2010,5,16,1,16,26
7637,7.3,3.0674838564254587,1.0,2011,11,14,6,53,23
7638,3.0,0.5386349913468281,1.0,2014,1,7,19,14,21
7639,5.5,1.0369948564157072,1.0,2014,4,23,21,2,2
7640,8.5,1.871053616036192,1.0,2009,9,11,17,44,15
7641,7.7,2.2717527438922214,1.0,2010,2,23,8,54,0
7642,4.1,1.2299229477386189,2.0,2010,6,6,18,30,0
7643,16.5,6.186281934471023,2.0,2012,12,9,15,2,15
7644,12.1,4.1499440267035865,5.0,2011,7,29,23,2,0
7645,8.5,2.2171388212763268,5.0,2012,2,15,23,21,0
7646,3.7,0.9863173575479646,2.0,2012,3,3,0,31,36
7647,7.1,2.495387076519697,1.0,2009,2,2,18,8,6
7648,10.1,2.7396457810491266,3.0,2009,11,16,15,54,0
7649,6.5,1.8932700374384408,1.0,2010,10,19,7,0,0
7650,18.1,5.672972000141604,3.0,2011,4,23,23,47,0
7651,6.5,1.5488458991277916,3.0,2014,5,9,9,23,0
7652,3.3,0.3131859100846303,1.0,2011,1,13,21,9,39
7653,8.9,3.780268309637637,3.0,2009,10,11,1,19,0
7654,6.9,2.8363434947971564,1.0,2009,12,28,22,48,12
7655,14.0,6.382235689578742,1.0,2013,7,20,21,59,0
7656,11.0,3.603817531006544,5.0,2014,7,16,12,22,0
7657,15.5,4.392417910499511,1.0,2015,2,7,18,19,34
7658,6.9,2.42025239419363,2.0,2010,3,14,13,20,14
7659,7.0,1.1313653991979875,5.0,2015,6,26,0,18,55
7660,9.7,3.2419669841325502,5.0,2011,11,2,17,0,0
7661,9.5,1.7393129008735617,1.0,2013,7,7,20,22,0
7662,8.0,1.882552362471126,3.0,2014,3,25,7,57,40
7663,8.0,1.8575346504782344,1.0,2015,2,10,20,53,20
7664,8.5,2.1126061318276834,2.0,2015,5,3,16,45,10
7665,4.5,1.2956139462919518,1.0,2014,9,24,6,6,18
7666,10.5,1.086815663693272,5.0,2009,3,23,9,5,0
7667,6.9,2.2773705794560613,1.0,2011,11,26,18,5,7
7668,9.3,3.0058963605799707,6.0,2012,7,4,15,2,0
7669,21.0,7.607427011410698,2.0,2013,12,25,23,56,0
7670,7.3,1.7576159895238106,5.0,2010,11,11,8,11,0
7671,9.0,1.8957676413734867,1.0,2012,10,1,8,21,0
7672,57.33,21.620298498957187,1.0,2013,4,19,12,16,57
7673,12.5,2.043953826867673,2.0,2009,5,5,13,46,59
7674,8.1,2.892212524834925,1.0,2010,6,28,20,39,40
7675,5.0,0.7655471991046987,1.0,2013,2,13,13,38,0
7676,7.0,1.1083597684846145,5.0,2014,6,16,17,12,0
7677,13.7,5.699666288565129,5.0,2009,5,22,22,51,0
7678,12.5,6.123323456714363,5.0,2011,6,13,21,34,0
7679,8.5,2.4934363830952524,1.0,2014,6,12,7,7,14
7680,2.5,0.10573532092860326,1.0,2014,10,7,5,1,33
7681,6.9,2.1512031679330113,1.0,2011,3,12,17,3,23
7682,33.7,9.776374896184516,1.0,2011,6,13,8,19,0
7683,10.0,2.5950543266545645,1.0,2013,10,11,14,11,0
7684,14.5,5.697211864470363,2.0,2011,10,17,0,33,37
7685,7.3,2.316108912884512,4.0,2010,2,3,16,15,40
7686,14.1,4.424071699213653,2.0,2011,9,13,18,55,0
7687,21.5,6.532832796415155,1.0,2013,3,5,8,31,0
7688,6.5,1.8623569016356087,5.0,2010,7,16,10,14,0
7689,13.5,4.434402028650668,1.0,2012,12,3,21,32,0
7690,2.5,0.03880547529574737,1.0,2010,4,25,6,13,4
7691,5.7,1.4395378492804267,1.0,2011,3,9,21,49,7
7692,15.5,4.0648673416801,6.0,2014,3,21,22,50,0
7693,6.0,0.9816446626730576,1.0,2014,9,8,17,33,0
7694,25.47,9.277568930151713,1.0,2010,7,13,23,50,58
7695,4.9,1.5689514335733437,1.0,2010,8,29,19,24,9
7696,20.9,12.078754134621999,2.0,2011,2,22,19,37,10
7697,3.5,0.4298703240465678,2.0,2013,2,15,22,37,0
7698,26.0,12.509110417862392,1.0,2013,6,9,5,13,0
7699,8.5,2.8669574117044134,1.0,2009,9,20,19,2,0
7700,6.1,0.7595265501729175,2.0,2010,1,11,7,54,18
7701,8.9,2.9286863244986816,1.0,2012,7,21,0,11,5
7702,2.9,0.2234814374517724,1.0,2010,10,29,4,54,47
7703,6.0,1.134793352670968,1.0,2013,11,18,14,18,36
7704,3.5,0.5850107062829576,1.0,2014,9,17,17,0,0
7705,4.1,0.6442577176585568,5.0,2011,1,30,10,50,0
7706,4.5,1.4482813276769813,1.0,2011,4,10,20,6,44
7707,10.5,3.793904534356338,1.0,2011,10,27,21,44,45
7708,17.5,5.780704931714671,3.0,2013,7,13,17,55,23
7709,3.7,0.7635160730661109,2.0,2009,9,8,12,4,0
7710,5.5,0.9382093386986284,1.0,2012,10,16,18,17,56
7711,7.7,2.1043429438715338,1.0,2010,6,10,1,6,10
7712,8.5,2.0430857063489847,1.0,2011,9,22,21,0,27
7713,6.5,2.8319436563507248,1.0,2012,1,11,18,40,26
7714,7.5,1.3572911609028273,1.0,2013,2,3,1,52,5
7715,5.5,0.9142714271424012,2.0,2013,9,5,10,12,20
7716,4.0,0.5844843084390108,1.0,2014,11,23,11,34,0
7717,5.7,1.2305973470972509,3.0,2009,11,15,16,24,57
7718,6.1,1.0810443118201247,1.0,2010,4,1,14,29,20
7719,3.7,0.90948115792236,1.0,2012,6,9,11,40,3
7720,9.7,2.9350612570651586,1.0,2010,8,23,9,39,44
7721,9.3,1.388839314476417,1.0,2012,3,14,15,32,0
7722,5.0,1.345574407912707,1.0,2009,4,1,4,18,26
7723,7.3,1.4254132295877409,1.0,2011,2,3,15,52,0
7724,12.5,5.48525302535702,1.0,2013,4,24,21,42,0
7725,9.3,2.368608415034329,1.0,2012,2,6,11,30,3
7726,3.7,2.4857469672661088,5.0,2012,7,25,18,46,0
7727,17.5,5.178379756895722,1.0,2012,10,18,8,31,32
7728,4.5,0.8735310818327279,1.0,2013,3,20,23,12,59
7729,9.5,1.3318544006576956,1.0,2014,9,26,10,14,10
7730,13.3,2.452561179418125,1.0,2010,9,12,19,1,46
7731,5.3,1.7473186826865614,2.0,2010,3,9,21,29,0
7732,8.1,2.5952335349458213,1.0,2011,9,1,1,11,0
7733,4.5,0.5192056936916873,1.0,2015,2,24,8,35,3
7734,10.1,3.1432503998992174,1.0,2010,3,18,9,11,0
7735,5.0,0.8852610121912584,3.0,2009,4,12,2,13,34
7736,33.07,9.570135049607565,1.0,2009,8,28,13,20,0
7737,26.5,13.368338419204127,1.0,2010,11,17,17,6,9
7738,8.9,3.71463506006802,6.0,2012,2,27,11,7,0
7739,8.0,1.0248552969550575,2.0,2012,11,15,0,29,0
7740,5.3,1.0506472958887223,1.0,2009,9,28,11,12,13
7741,6.5,2.6873765064108914,1.0,2012,5,6,0,22,0
7742,16.0,4.959681508950747,1.0,2014,2,21,18,45,0
7743,24.5,10.609883606921473,1.0,2013,4,7,22,51,0
7744,8.5,1.5146208719015295,6.0,2013,10,19,12,49,0
7745,7.5,2.6347148297010845,1.0,2013,7,21,20,18,27
7746,6.0,1.5903348709737184,3.0,2014,9,6,8,57,51
7747,3.7,0.7293139983160577,1.0,2010,2,26,19,8,56
7748,6.1,1.0906144284023949,2.0,2010,3,25,18,44,4
7749,5.5,1.2953251206399463,1.0,2013,9,6,12,18,46
7750,17.5,5.6327026417936965,6.0,2015,3,15,4,28,11
7751,5.7,2.181525813780376,5.0,2011,7,27,0,59,0
7752,27.3,9.755779754944989,1.0,2012,8,14,16,41,0
7753,35.3,10.503632785093146,4.0,2012,9,20,16,23,0
7754,25.0,8.051116551491258,2.0,2012,9,29,2,20,11
7755,10.5,3.157171947905826,1.0,2009,6,11,13,44,52
7756,16.5,3.5525534400489045,2.0,2013,10,25,22,11,13
7757,5.0,0.9475251227910492,1.0,2014,1,14,9,17,0
7758,57.33,21.415800915727605,2.0,2015,3,20,4,33,39
7759,7.7,1.884433298075264,1.0,2009,1,16,22,57,0
7760,7.7,1.8152955861596836,1.0,2011,5,16,18,59,0
7761,9.3,2.666957751178019,1.0,2010,12,1,19,57,8
7762,7.7,2.4178769937165883,1.0,2011,4,16,23,50,0
7763,5.3,1.3020837921624149,2.0,2011,7,31,0,45,17
7764,6.9,1.6739847871936826,1.0,2010,11,17,20,59,0
7765,7.3,1.9056997531011644,1.0,2011,2,17,18,8,0
7766,9.3,3.552149919497848,2.0,2011,8,1,23,28,0
7767,6.5,2.5279051718485497,1.0,2011,10,30,2,28,0
7768,11.7,5.705583725626784,1.0,2011,12,26,21,25,0
7769,33.5,9.93748198722821,1.0,2014,3,20,8,46,0
7770,5.4,0.7460039327915348,1.0,2009,1,16,23,32,57
7771,2.9,0.5458066318474041,2.0,2009,6,28,17,53,0
7772,5.7,1.8128372015605716,1.0,2010,10,23,0,5,0
7773,9.3,2.4183089759361884,1.0,2010,12,16,18,34,54
7774,6.5,1.0701692794641888,1.0,2011,12,27,19,27,54
7775,9.0,2.2928816438948685,1.0,2014,1,23,22,17,44
7776,5.3,0.9488695449453842,5.0,2010,7,7,10,22,0
7777,7.7,1.749087210145572,2.0,2012,1,22,4,6,10
7778,10.0,2.6310689603004502,1.0,2013,9,12,17,59,0
7779,10.5,2.9020483254536686,5.0,2013,10,18,23,46,0
7780,3.7,0.778990887371915,1.0,2012,7,31,14,50,18
7781,5.5,0.8518088420342352,1.0,2013,9,19,18,47,34
7782,9.0,1.6001271811191566,1.0,2014,12,12,8,43,0
7783,7.3,1.5283425064564953,1.0,2009,3,17,11,50,43
7784,4.5,0.9687150288436808,1.0,2011,7,19,10,20,0
7785,6.0,0.817619266258688,1.0,2013,9,8,0,28,19
7786,6.0,1.918966474298753,1.0,2015,1,3,1,5,30
7787,7.3,1.6791571734126056,1.0,2011,4,6,10,47,32
7788,17.7,6.8499876031820675,1.0,2011,10,18,21,54,22
7789,3.7,0.3744965815439179,2.0,2012,2,5,4,15,0
7790,7.7,2.7459826040190904,1.0,2012,7,24,18,48,19
7791,33.33,8.660825965603014,2.0,2013,9,29,18,23,25
7792,5.3,1.1001175472151463,1.0,2011,10,3,10,16,2
7793,12.1,3.422475074695736,1.0,2012,2,4,20,24,32
7794,10.0,3.0466206373858764,2.0,2013,7,16,9,56,0
7795,4.9,0.8633045798009996,1.0,2012,8,20,15,44,0
7796,42.0,16.36188518858004,1.0,2013,5,19,7,19,25
7797,6.5,1.140940231985941,1.0,2013,11,6,19,7,6
7798,12.0,2.3442372632142128,1.0,2013,12,9,14,49,8
7799,9.0,1.529065338342564,1.0,2014,2,13,20,40,40
7800,6.5,2.2131151360345984,1.0,2015,6,5,8,38,36
7801,3.3,0.4585271209159824,1.0,2009,1,30,15,8,0
7802,5.7,1.2052375933819468,1.0,2012,7,4,21,59,23
7803,11.5,2.695489970261105,1.0,2015,3,16,20,24,9
7804,29.0,6.5805778895352764,3.0,2015,3,24,0,52,4
7805,5.7,1.784728821088695,1.0,2010,9,20,15,25,48
7806,8.5,1.624505787520789,1.0,2011,10,29,23,27,0
7807,5.5,1.5340290439420432,1.0,2012,11,7,10,28,0
7808,8.5,2.7605200536863244,6.0,2015,1,4,10,45,40
7809,9.7,3.6310071496053458,1.0,2009,7,16,15,33,55
7810,6.5,1.7789699615097916,1.0,2010,5,20,20,21,0
7811,7.7,1.4799936080416192,1.0,2010,7,29,11,54,40
7812,4.9,1.844122828637759,1.0,2011,5,15,15,9,17
7813,9.3,1.3268288916862807,1.0,2009,9,22,9,44,7
7814,4.5,0.8883561808492028,1.0,2011,1,14,19,36,13
7815,11.3,5.635240595324506,1.0,2011,2,6,3,54,9
7816,9.0,3.51484717524736,1.0,2013,6,26,20,6,0
7817,14.5,4.906427950991125,2.0,2013,10,18,19,59,0
7818,14.5,4.032234510313226,5.0,2014,3,19,21,15,0
7819,57.33,21.96822130307169,3.0,2015,3,2,2,39,17
7820,6.9,6.239143295662254,1.0,2010,1,11,18,4,14
7821,10.1,3.0643092288223763,1.0,2010,5,22,10,41,25
7822,4.1,0.6750965245935121,5.0,2011,2,16,14,52,0
7823,10.0,3.4737101927061884,1.0,2013,1,28,14,56,3
7824,8.5,3.2226522396215698,5.0,2009,1,23,8,15,0
7825,9.7,2.475505720446897,1.0,2009,5,19,20,21,4
7826,8.5,3.3857545727875507,5.0,2010,4,12,8,12,0
7827,4.9,0.8050406541601155,2.0,2010,4,27,17,25,0
7828,24.1,6.687209819884856,2.0,2011,12,20,15,56,12
7829,4.9,0.9282420852617128,2.0,2009,7,26,5,1,0
7830,3.5,0.3875184143215403,1.0,2015,5,11,22,22,28
7831,10.5,4.562613504075955,5.0,2009,10,7,0,7,0
7832,3.7,0.6106583286183735,5.0,2010,8,7,17,50,0
7833,6.1,1.3214203263235549,1.0,2009,12,16,8,4,0
7834,12.9,4.104670574228605,2.0,2012,1,20,19,37,22
7835,13.0,3.9103294559776316,5.0,2013,7,24,18,16,0
7836,18.0,6.1661569880834595,1.0,2014,8,23,15,13,0
7837,4.5,0.8290821823839898,1.0,2010,1,4,21,55,41
7838,4.5,1.4255831867928401,1.0,2011,6,7,20,10,4
7839,4.9,0.9696454740480952,1.0,2011,11,9,6,33,42
7840,4.5,0.8224642271661268,1.0,2014,11,14,9,58,27
7841,11.0,3.8954088934348925,1.0,2015,3,19,1,24,11
7842,17.7,8.216400245688925,1.0,2011,8,1,22,14,51
7843,19.33,4.072364380232602,1.0,2013,6,3,23,41,1
7844,6.9,2.4273000450947366,2.0,2011,6,6,12,25,0
7845,6.5,1.9817363341485617,1.0,2012,1,16,12,58,0
7846,6.5,1.5679080110281904,1.0,2013,3,29,8,17,20
7847,4.5,1.036448607220276,2.0,2009,9,8,17,22,0
7848,14.9,5.6122167416582505,5.0,2010,5,18,19,24,0
7849,15.3,5.909283209942153,1.0,2012,5,20,19,32,20
7850,13.7,6.110393053549489,1.0,2011,1,30,23,36,21
7851,29.3,8.74077775770993,1.0,2011,5,5,18,45,45
7852,13.5,5.5511851897840705,1.0,2014,3,20,18,57,43
7853,6.1,1.0601861083320994,5.0,2010,7,31,0,42,0
7854,4.5,0.9730280712392204,2.0,2012,1,30,13,2,27
7855,6.1,2.5622692997550143,1.0,2012,4,9,20,26,0
7856,49.8,22.022334893660165,1.0,2012,8,25,17,33,10
7857,5.5,1.366690152328642,3.0,2013,1,28,16,18,0
7858,30.9,10.686827273804838,1.0,2010,5,21,16,6,6
7859,5.3,1.3246282021491451,1.0,2010,6,28,13,5,0
7860,6.0,1.27061260417523,1.0,2012,9,6,14,54,32
7861,56.8,19.806492260813734,2.0,2012,10,8,20,18,12
7862,10.5,2.8834695643583417,1.0,2013,1,19,23,48,57
7863,7.0,1.5879788146104818,1.0,2014,6,4,11,45,45
7864,12.5,5.964094986709831,2.0,2009,7,11,22,8,0
7865,3.7,0.7063830997862349,1.0,2010,1,3,14,53,0
7866,8.0,1.9218901854126729,1.0,2013,1,10,4,2,9
7867,6.1,1.40574306889474,1.0,2010,4,12,15,23,24
7868,5.7,0.6106676484162833,1.0,2010,6,27,0,23,0
7869,10.0,3.649795296209343,1.0,2015,1,14,21,14,39
7870,17.3,5.052062333872641,1.0,2011,5,30,2,37,59
7871,6.1,1.4137038738797727,1.0,2012,1,26,0,26,0
7872,12.5,3.3256886622586137,1.0,2014,3,7,8,48,0
7873,55.0,24.69091821562651,5.0,2014,8,29,2,35,0
7874,14.9,5.917141517735497,5.0,2009,10,6,23,56,0
7875,7.0,1.1833603404897142,1.0,2013,6,28,9,20,1
7876,8.1,3.055076506742592,1.0,2009,9,15,6,42,13
7877,7.0,1.517817060920691,1.0,2014,1,24,15,10,0
7878,14.5,3.3747087671755662,3.0,2015,6,20,15,8,36
7879,12.9,3.603493920773607,2.0,2010,10,18,12,8,0
7880,8.5,2.7677008372420047,1.0,2011,2,22,12,25,0
7881,6.5,1.3692545394029454,1.0,2012,5,8,7,46,47
7882,6.9,2.3333637665155877,1.0,2009,10,3,19,29,18
7883,3.3,0.5466114864871967,1.0,2010,11,4,7,30,0
7884,41.0,16.509958907684368,1.0,2013,3,9,23,8,43
7885,4.5,0.9809472164054829,1.0,2013,3,21,19,24,0
7886,20.1,9.45152949896016,1.0,2010,1,31,22,46,9
7887,6.9,1.654340434817475,1.0,2012,8,6,17,56,23
7888,13.0,3.661395848750888,2.0,2013,12,24,19,24,0
7889,6.5,0.7772825596040066,2.0,2010,4,4,18,53,0
7890,10.5,2.5609583607673096,2.0,2013,4,30,20,33,7
7891,6.5,0.30856685275935125,2.0,2009,12,28,16,59,0
7892,35.33,10.00610207852604,3.0,2013,3,24,14,13,21
7893,34.5,12.253897475650248,1.0,2013,10,30,23,14,19
7894,9.0,2.3086922748283327,4.0,2014,5,12,5,32,0
7895,6.1,1.8185107233465048,1.0,2010,3,11,8,54,0
7896,5.0,0.6870019193781415,1.0,2015,4,30,18,13,51
7897,5.3,1.6277152669759416,1.0,2011,11,8,22,3,0
7898,6.1,1.5027276164079508,1.0,2012,7,16,11,28,0
7899,6.0,1.4083354919841895,1.0,2013,1,30,11,31,0
7900,7.0,1.4395269418351555,1.0,2012,9,9,20,45,2
7901,10.0,2.646278197334591,1.0,2012,11,10,17,45,21
7902,14.5,1.5959774632726065,1.0,2012,12,10,13,44,51
7903,4.5,0.8121286365167084,2.0,2009,1,18,22,18,0
7904,26.5,14.42884835742403,2.0,2012,8,26,18,45,33
7905,26.5,9.616110636885233,1.0,2014,1,5,19,54,38
7906,18.5,5.378277070107199,1.0,2013,5,31,20,29,30
7907,13.5,3.131949394628674,1.0,2013,9,9,18,15,0
7908,5.0,0.9599866336339944,1.0,2013,10,11,7,45,20
7909,23.0,4.072269196917266,3.0,2013,11,22,13,26,0
7910,15.5,6.161962916884392,1.0,2013,2,22,7,39,0
7911,5.7,1.9334068072253752,1.0,2009,5,20,15,42,0
7912,10.5,2.623291430525523,1.0,2011,2,2,10,13,0
7913,4.9,0.8690337830393918,1.0,2011,6,5,13,32,0
7914,10.5,2.2740536299373177,1.0,2011,11,18,8,8,26
7915,11.0,4.682220240146256,1.0,2014,11,30,22,49,33
7916,4.5,0.9023422111792792,1.0,2009,12,5,21,25,0
7917,5.3,2.0189916518411724,5.0,2010,11,11,21,1,0
7918,5.3,0.9582728146509234,1.0,2012,4,24,21,10,0
7919,9.7,2.4100687531486544,5.0,2009,3,14,21,17,0
7920,4.5,0.5480293897539764,1.0,2009,7,2,19,22,45
7921,8.1,1.2157226443829392,1.0,2010,9,30,13,32,0
7922,15.7,7.07976921856493,1.0,2012,1,3,12,17,30
7923,33.7,15.978202789652546,2.0,2012,6,28,21,44,0
7924,6.5,0.8927357247182816,1.0,2013,9,13,7,44,34
7925,3.5,0.6344657832321458,1.0,2014,7,8,13,51,41
7926,49.8,20.570810320619067,5.0,2012,1,15,22,0,0
7927,4.0,0.7446722596396133,1.0,2013,9,9,4,3,20
7928,30.5,12.483820647648507,1.0,2014,12,21,22,6,51
7929,32.25,16.393260286444665,1.0,2009,5,7,3,44,55
7930,5.7,1.499740251800791,1.0,2012,5,14,20,48,3
7931,6.0,1.1845047927384162,2.0,2013,6,1,20,48,28
7932,8.9,1.6431914506337528,1.0,2010,3,21,14,32,27
7933,10.9,3.880673955072482,1.0,2011,6,28,7,42,20
7934,5.7,1.2054912246909897,6.0,2012,3,8,20,1,0
7935,11.0,4.024468569388364,1.0,2012,11,11,17,10,4
7936,57.33,21.347779948277953,1.0,2013,10,26,16,4,0
7937,4.0,0.7041999941656506,1.0,2015,6,22,17,23,27
7938,7.7,2.413366004942477,5.0,2009,4,22,22,8,0
7939,10.5,0.7147165835822719,1.0,2011,4,8,12,58,26
7940,11.5,1.8556140074884968,1.0,2013,6,27,7,7,50
7941,15.079999999999998,3.639175687786764,1.0,2015,3,10,6,19,43
7942,35.5,13.808825961965132,1.0,2015,6,10,13,34,32
7943,8.5,3.8846851348561806,1.0,2010,3,7,9,36,34
7944,10.1,3.40496182505413,1.0,2010,10,28,11,0,12
7945,13.5,4.4378003857018395,1.0,2014,4,16,19,5,1
7946,6.1,2.1768261802609117,1.0,2009,6,10,17,36,0
7947,6.9,1.3568153789873394,1.0,2011,3,16,15,8,16
7948,14.0,2.1866843126284894,1.0,2013,2,15,1,57,0
7949,22.5,9.748984319921725,1.0,2013,10,13,21,27,33
7950,14.5,4.90554020873642,1.0,2015,2,2,0,55,11
7951,4.9,0.5222855043696084,1.0,2011,9,12,12,39,54
7952,4.1,0.7353501024238538,1.0,2011,11,15,14,0,4
7953,5.0,1.159472621786003,1.0,2015,3,18,8,56,39
7954,16.1,7.410894305982867,3.0,2009,12,13,1,44,3
7955,8.5,2.7856210185573547,1.0,2010,1,6,13,41,0
7956,13.7,2.112588714516481,1.0,2010,5,28,2,0,46
7957,8.5,1.8881731824523007,2.0,2011,10,6,20,49,0
7958,24.5,6.884881372817204,1.0,2011,11,15,7,16,17
7959,3.5,0.15744382243870436,5.0,2013,1,23,15,33,0
7960,8.1,3.3642769745265744,1.0,2009,9,14,23,38,58
7961,4.9,0.9190521996237808,1.0,2009,10,1,21,51,18
7962,5.3,1.6154976280755593,4.0,2011,5,7,11,10,59
7963,6.6,1.4060844085196922,1.0,2009,1,23,21,50,48
7964,6.1,2.2207750023540824,1.0,2009,8,4,22,43,0
7965,9.0,2.10384637370466,5.0,2015,5,12,7,19,28
7966,9.0,2.0692868254334957,6.0,2015,6,30,6,25,34
7967,8.5,3.4132192914007167,1.0,2010,6,5,22,41,0
7968,6.1,1.2229935527073308,2.0,2011,5,21,23,1,47
7969,8.1,4.209472129435919,1.0,2012,4,21,11,45,0
7970,7.0,2.1490705435191724,1.0,2013,6,29,13,13,0
7971,10.5,2.5669438651658094,1.0,2014,3,25,21,36,9
7972,4.5,1.5174543950272543,2.0,2009,7,19,17,8,0
7973,16.5,7.659680500774432,1.0,2010,11,3,0,32,22
7974,12.5,3.8771962633925856,6.0,2012,12,9,20,21,0
7975,6.5,1.1344392880672916,1.0,2009,4,18,19,40,0
7976,6.9,2.3086083496463083,1.0,2009,6,6,17,45,0
7977,3.7,0.8274659169459998,1.0,2011,4,2,17,45,48
7978,10.5,3.5128082643403307,3.0,2012,9,5,21,0,0
7979,5.5,1.4878566241457192,1.0,2014,10,30,22,9,59
7980,18.1,9.86819500320122,1.0,2010,6,24,18,42,0
7981,9.0,1.9419749579990595,1.0,2012,12,18,17,16,8
